id,body,label
243,top price gainer stocks on Thursday - $CI $ANTM $UNH $AMZN $HUM $TREE $ABMD $GOOG $NVDA $GOOGL $CSGP $BA $WCG $IMUX $MKTX $IIPR $ORLY $ISRG $BKNG $BYND $COST $MOH $WDAY $GS $SPLK $ROP $SRPT $BIO $FICO $PANW $AIR $NSC $SOLY $NVCR $CHTR $DDS $INTU $NOC $DPZ,1
244,It represents a rebalancing of the market away from fossil fuels. Straight from the source! $TSLA $TSLAQ,1
245,"Tomorrow @elonmusk will show us the Gigafactory. IOW, another chapter of the future gets completed tomorrow...can't wait. #modernEdison",1
246,(and second beauty from the broadcast today...) 2) $AAPL under 2day VW/into 5day VW as discussed. Intense magnetism.,0
247,@sarahcuda @brianprossi... $goog & $fb control 55% of digital ad spend... rest is highly fragmented. This deal positions $aol for clear #3,0
248,Timestamp $AMZN,0
249,"$AMZN like $GOOGL is setting up for a new high run, only $9 higher from here could be trying for 900 as well s/d follow $SPY w/out news",1
250,"Thanks to @vincent13031925 for the great update of GF3., really awesome view.$tsla #Tesla",1
251,$TSLA So your're saying there is no deal for $TSLAQ,-1
252,"My ""A"" list keeps shrinking. Stocks like $AMZN $TSLA $UA $PANW $BWLD $LGIH $ZLTQ $BYD are all that's left. Beware the session's last hour!",0
253,"Did $TSLA actually accuse Vanity Fair and @bethanymac12, both famous for being at the forefront of exposing the Enron fraud of literally spreading FUD? I'm not short enough. $TSLAQ",-1
254,Are ECB rate cuts bullish for $tsla? Coming up next on “nothing makes sense anymore”,0
255,$AAPL so great but only back to where it was yesterday.,0
256,$AMZN close below 1490.12 tomorrow can see a 40pt drop.... just keep this level in the sand,-1
257,US companies walk fine line when doing business with China $GOOGL #GOOGL #Sports #Searchtechnology #Software,0
258,"""My favorite things in life don't cost any money. It's really clear that the most precious resource we all have is time."" - Steve Jobs $AAPL",1
259,PortfolioBuzz: See why these assets are trending in 1 watchlist #fintech $AAPL $Blockchain $HSBA …,0
260,@CNBCFastMoney $AAPL-- ALL FAKE RUMOR,-1
261,!! 10 Hours Left !!How many Teslas will be #FinanciallyDelivered to multiple customers this quarter?  How many were double booked in Q3?$TSLA,0
262,$AMZN broke support today,-1
263,He’s buying $TSLA and Tilray with a little GLD for a hedge,0
264,Sold the $aapl position in my friends account. 100% cash now. $spy obv still worries me. Not taking chances. Not liking this market,-1
265,With the exception of $TSLA earnings day.,0
266,"$AMZN Katie Stockton is one of the few technicians in CNBC whom I respect. Carter Worth isn’t I’ve followed her for years. Very intelligent technician The worst case (besides Trump Tariffs), SPY could close the two small ...",0
267,Stalking the trade... $TSLA,0
268,Either he went back to sleep or OD'ed. At this point you cant know which one but investors will desperately hope for the former.Good Luck owning this POS $TSLA,-1
269,"RETWEET IF @elonmusk IS GOING TO BE REMOVED (BY HIMSELF, BOD, OR SEC) FROM HIS EXECUTIVE POSITION AT TESLALIKE IF @elonmusk IS GOING TO GO TO PRISON$tsla $tslaq",-1
270,Pure unadulterated manipulation $tsla,-1
271,lots of charts like $aapl in consolidation mode and lots of them are looking to break out mode $nvda $rht. hold core and trade around.,0
272,$TSLA. 19% easy money return. Posted 6/2. Close 6/23,1
273,Amazon starts taking orders in Australia on Tuesday $AMZN $MOAT,1
274,"$TSLA With Elon smoking #marijuana & drinking #whiskey on @JREpodcast, hours before CAO & HR Chief quit, important news is getting glossed over:  [a] ""close to zero sales"" in China now        [b] China has been up to 16% of global rev. for last 6 qtrs.",-1
275,"The words ""car"" and ""reboot"" should never be in the same sentence.EVER.$TSLA",-1
276,General market is coming back $TSLA will probably come back with it,1
277,"Wow. $AAPL does make a durable product for sure, but 1st gen iPhone is Precambrian, dog! You still using a Commodore 64 for your word-processing needs?",1
278,Why is $TSLA DOWN -$5.00 HE!HE!HE!,-1
279,$tsla is the $aapl of the automotive industry.Been saying it,1
280,$TSLA watching decent support @ S3 ~311,0
281,"$tslaq $tsla  Montana skeptic will be handing these out to all the bagholders. The  bag will be empty, like there lives after Elon. My religion tell's me  the calender is split by BC and AD. Bagholders presented with this gift  bag containing nothing will be BE and AE",-1
282,$MSFT looking good for today,1
283,"Take one more look at these $TSLA charts...1. 4/2017-Present, $260-$3252. 7/2012-3/2013, $25-$363. 10/2010-6/2013, $25-$1104. 1/2011-9/2013, $25-$195Let that sink in for a moment.",0
284,"People with 3 or more year old computers, forget it!I see no difference in performance compared with #Windows8.1MC $MSFT @Windows #Windows10",0
285,$TSLA I will focus on Tesla. Looking for long/short strategy,0
286,#Earnings & $FED #FOMC huge next week!$AAPL,0
287,$AMZN  This ,0
288,"picked some $AAPL up in the low 150s - seems a solid medium term hold, can't go too badly wrong!",1
289,$aapl stores coming to India. Up market #status and sales set to increase ,1
290,$TSLA bears fighting hard to keep it from going green * eye roll *,-1
291,$NYMO $SPY $SPX possible path. Rose quite rapidly out of -70/-50 early-October prints.$IWM $QQQ $NDX $RUT #FOMC $FXI $GDX $XLF $XLE $SLV $GLD $MDY $AAPL $BA $BABA $NOW $NVDA $ES,0
292,$AAPL this looming head and shoulders pattern points to a possible move to the low $90's,-1
293,$AAPL Bounce opportunity ahead of earnings.,1
294,Hey @FredericLambert - Any reason why @ElectrekCo hasn't published about Tesla dropping its TRO case against Randeep Hothi?Shouldn't you clear this for your readers? $TSLA $TSLAQ,-1
295,I blocked that $TSLA bull bot.,-1
296,$AAPL Hope to close $ 114 tomorrow,0
297,"If you look at revenues on a 12 month trail basis, the year over year decline is a modest -3%. Constant currency actually flat to up $AAPL",0
298,"@ericjackson have also been under enormous pressure about doing something w/ that cash (would be nonstop on tv), and who knows what $AAPL",0
299,$AAPL green by 10:30am ET.,1
300,$TSLA if you bought a put Friday: RIP,-1
301,$TSLA So if u check my posts u will see I bought Just under ONE MILLION $$ worth of amazon calls todayThat & Buffet is bad news 4here,0
302,$tsla is a fraudulent company so you will look back and say I wished I listened to him that is if you are not a bot $tsla $tslaq,-1
303,"BOOM! Another one Bites the dust. Targets that is! ""@MarketSwingPlayer: $AMZN  Looks like price want to retest lime green pivot now @ 380""",1
304,"@SeekingAlpha must do #DueDiligence. A site blogger has broken its Terms of Service.@DZierler apparently didnt report he owned shares in $HIMX when advising readers about it. So he's no longer ""all-in"" on $KOPN?#IntellectualDishonesty @marcreece @EthanRasiel $MSFT $VUZI $EMAN",-1
305,Also trimmed 1/2 $AAPL .. Will reload if lower. Both common and options.,0
306,$TSLA bearish candle eating last 2 weeks on weekly..,-1
307,Look at this baby $TSLA,1
308,"Yes, $TSLA is very close to $TSLAQ. That's why they're doing the reorg (read: layoffs). That's why Musk is being adversarial to contractors and suppliers. That's why they're switching to 24/7 production. That's why they're selling the highest ASP Model 3.",-1
309,@GuyAdami @jimcramer @JustinPulitzer @RedDogT3 $PCLN $TSLA Two big ER into Thurs Morning could cause Short Squeeze.,1
310,Couple lower spikers for $AAPL @venkysrinivasan,0
311,Short $AMZN Amazon big now!Bezos officially distracted.And you always short a CEO during a big divorce.,-1
312,"FYI, here are the quarterly adjustments from 2018 due to $TSLA's adoption of ASC 606 from the 10-Qs. Because it's related to leasing, some could be re: to solar, but I'm sure it's mostly auto-related. As you can see, there's quite a boost to gross profit, among other things.",0
313,$GOOG $AAPL flacrusher: $SIML is what I was referencing last post,0
314,"@elonmusk I conducted 170 hours of surveillance, accumulated hundreds of pictures and videos, had conversations with the locals, truckers, employees & contracted employees. This experience validated my instincts I had of you. You are not a genius, a disrupter or a great salesman",-1
315,"Today's favorites for #trading : $MSFT, $LL#stockmarket #stocks  #daytrading #nasdaq #nyse",0
316,"So far, this is (and i can’t believe I’m saying this, since the bar wasn’t that high) much worse than I expected...$tsla $tslaq",-1
317,$AMZN inside day big focus tomorrow,0
318,"Even Electrek sees that this is a bad idea:“In the meantime, I hope no one bought the FSD package after delivery for $8,000 over the past few weeks”Do Musk & $TSLA really think that their customers are gullible lemmings?Nobody is buying into the “ appreciating assets” BS.",-1
319,The 6 biggest companies in the world (market cap):1 $AAPL2 $GOOGL3 $MSFT4 $XOM5 $AMZN6 $FB Software is eating the world.,0
320,$AAPL  JPMorgan Chase & Co. Set Price TargetApple (AAPL)$186.79 $228.00Buy,1
321,Looking for $TSLA panic buying back to 330 again,1
322,Woah... $TSLA has never charged a fine for a reservation cancelation..,0
323,$FANG stocks killed it today -- double digit gains across the board!!Red in after-market trading but nothing crazy.. #investing #StockMarket #StockMarketNews $FB $AAPL $NFLX $GOOG,1
324,$AAPL:  is now in an official 'bear market' as recently it was 22% below the April high. This is very significant for the entire market.,-1
325,$GOOGL 60 min view,0
326,@NotaBubble @yusschr @gorechristopher @7wtc The real Gene Shmunster aka Herman @genemunster has been hiding since $AAPL sold off,-1
327,"So other seem to share my short term bearish view on $AMZN. I originally posted the short idea last week after the volatile earnings reaction but acted on it yesterday. If $AMZN starts to roll over here it ""could"" be bearish for stocks in general!",-1
328,seems fine #Amazon #monopoly $AMZN,0
329,When you’re mobile and miss out on $SHOP . The 292.5 puts went from 1.09 to 10.  Oh well still meat left for another round. Happy to nail $ROKU $TTD $HD $BYND short side. $TSLA gift props to @MommasOptions for heads up on negative seasonality few weeks ago! Education pays off!,1
330,$TSLA will they/won't they get 100K. LFG,0
331,Tepper is selling to @WarrenBuffett $AAPL,0
332,Breaking: 1st Chinese Tesla Model 3s Are Rolling Down Gigafactory 3 Assembly Line | CleanTechnica $TSLA I really don’t think this is priced into the Tesla Stock even by 1 cent.  Tesla is going to surprise in sales numbers in a huge way in the next year,1
333,"Right now, #Netflix not interested in streaming live sports (unlike #Amazon, now showing Thur Night Football). #contentmarketing $NFLX $AMZN",0
334,$TSLA 4/06 330 calls buyer 997K premium,1
335,$GOOG hit with class action lawsuit over gender pay,-1
336,Number of iPhones that have mattered every single quarter for the last 4 years...don't matter anymore lol $AAPL (tanking),-1
337,"Elon Musk says that Model 3s will be coming out of China by the end of 2019, but Tesla is known for setting unrealistic goals",-1
338,$AMZN long into march 8th  6.00,0
339,"For $TSLA Model Y cannibalization of Model 3, the best analogy is US BMW 3/4 vs X3/X4 sales:2007 BMW 3/4 sedans: 142k2007 BMW X3/X4: 28k2018 BMW 3/4 sedans: 76k2018 BMW X3/X4: 66kBasically, the same (slightly smaller) pie was just redistributed.Model Y optimists: beware",-1
340,"Is eBay Shopping for Shopify? @themotleyfool #stocks $AMZN, $EBAY, $MELI, $SHOP",0
341,Do you think the 4K price interview 3 pm Friday was an attempt to limit he damage on Monday? I do $tsla $tslaq,-1
342,$CRBP $MTNB $NAK $FB $NFLX $GOOG $FB $AAPL Pretty darn good day overall.,1
343,"elon: get Johnnie Cochran on the phone, now!todd: he's dead$tsla $tslaq",-1
344,#WiadomościRynkowe $AAPL $MSFT $SPY $QQQ,0
345,"You mean like MF Global? That never works out. The only fraud that works out is lying to get initial money to start some business that otherwise wouldn't be available. If $TSLA at this stage has to lie to investors, they are definitely not making it.",-1
346,Recode breaks down the top U.S. companies for R&D spending for the last fiscal year and @Amazon $AMZN leads with $22.6B.,1
347,Fintech APIs Consolidate As Plaid Buys Quovo In $200M Deal$GOOGL $SF $C $AXP $GS,0
348,"The guy was fully aware and laid out his methodology! $tsla is a disaster, but bears whining about data points furthers Musk's fraud. Chill.",-1
349,$Googl $Goog the power of Trump tweet.  Date schedule for 50dma again,0
350,$AMZN hits 1667. lol. 1650 is next.,0
351,$AMZN maybe we get 1850 before Q4,1
352,$DSCR ALERT expecting press in next 24 hours IMHO!!!... BIDS are 100K USD  $$$$ STRONG#OTC #STOCKS #WALLSTREET $FB $TSLA #WEALTH #MONEY #FOREX #RICH#MONEYGANG #TEAMBILLIONAIRE #TEAMFAM $TSLA $AAPL $FB #FOREX #BTC #HEDGEFUND @papaspoppinpeny @frontpagestocks,0
353,Great Tesla thread here from a guy whose BUSINESS is working on high-end cars!#55000DollarShitboxes$TSLA$TSLAQ,-1
354,On this day 18months ago Jan van scribbler called $tsla a donut short,-1
355,"Everyone thinks they can produce an EV successfully and be profitable, but only Tesla has done it so far.Congrats, @elonmusk. $TSLA",1
356,this one is hotter $tsla ,1
357,Waiting for the edit to this story LOL $TSLA,0
358,#WiadomościRynkowe #DeutscheBank $CRM $TWTR $DB $GOOGL,0
359,"@elonmusk is @Tesla forming business relationships with construction companies to use the solar roof tiles at the point of construction of homes being built to be sold?? I know $aapl announced home building partnerships for HomeKit integration , hope $tsla does the same for solar",0
