body,label
"Truly, if you are shorting $TSLA at these levels, you are freakin’ crazy",-1
Top #moneyflow for whole #market today$LQD $AMZN $GLD $AABA $TSLA $IWD $AVGO $DIA $JNJ $IJR ...,0
"$AMZN gap-up today totally changed the 5MA-dead-cross-10MA technical nightmare. 5MA starts to flat and will turn up tmr. Break 858, see 870",1
A Thematic Review Of The #september Retail Sales Report - #Podcast #investing @EllesEconomy @ChrisJVersace$XLP $XLY $VDC $XRT $VCR $IBUY $RTH $RHS $RETL $FSTA $PBJ $FDIS $FXG $IYK $FXD $IYC $PEJ $PSL $EMTY $SCC $PSCC $XS $NKE $UA $AMZN $WMT $TGT $HABT,1
"Not 0,5x Sales. And what about if Bezos is successful in finding other businesses to grow into like AWS? How would you value $AMZN then?",1
@ScottTheCowGuy still believes big American techs like $GOOGL 1047 $AMZN 1520 will lead the markets   @FoxBusiness,-1
Today’s Trading Results Feel Free To Follow alongside @Tradealike $IWM $QQQ $AAPL $EA $SNAP $JD $TSLA $SPY,0
$AAPL beats 1.85 EPS,0
$GOOGL NR4 b/o confirmed,0
Yeah this is way overlooked $TSLA,1
"Fashion changes, trends lose steam, and Tesla is slowly fading. $tsla",-1
"My note to the folks @HalftimeReport today on AAPL,""considering a buy, but hoped for more than a 1% pullback, so paused to add""",1
$TSLA adding more calls today Bears will get trampled in short order maybe next several days to weeks this stock will be much higher,1
Will Shopify Start Rising Again In 2020? @themotleyfool #stocks $AMZN $SHOP,0
"Agreed.If you want to understand Elon, you have to accept that he's good at lying and showmanship. He's bad at business or creating anything sustainable. People like that will always trade profitability for a good story to sell or sustainability for a lie.$TSLA $TSLAQ",1
Reporters can only live off credibility. If you make lots of errors you don’t last. Can you folks help me find the errors here? Happy to hear it $TSLA,0
"#trendfollowing signals, going long $TSLA and $TGS. $VEEV $SUPN $CSX $BLD $BERY $QQQ $SPY",-1
@Lebeaucarnews should we not reading anything into this as well? $TSLA,0
$AAPL  go baby go . give me easy 0.50 cents,-1
"$TSLA okay options traders, now what? What is your position from here?",0
$AAPL 149.71 would be a good entry Short if breaks with conviction.,1
Like Sam Zell said at SALT conference today. Why are we subsidizing rich people to buy a $tsla. Its absurd!,1
$TSLA in  197.50 calls 2.87,-1
"RT $QQQ HFT Algos BROKE 101.70 in SIGMA-X, CROSSFINDER, ATS, LX @ 11:12. P/T 100.50 #Quant $MSFT $TWTR $GOOG $AMZN $AAPL $NFLX $TSLA $FB",-1
love them gun sounds.$tsla $tslaq #builttenttough@elonmusk,-1
$AAPL 80% out 192.5 call 1.01- 1.13,0
Jeff Bezos be like this now...#AmazonDown #amazonAmazon down$AMZN,0
Past ~70 days of Tesla in 3 photos/tweets:tfw u announce that funding is secured at $420$tsla $tslaq @elonmusk,-1
@konrad_bilinski Do you still hold your $TSLA positions?,1
if Brett hadn't gotten him to $NFLX $AAPL stock is $35 today...,0
Apple Watch + Apple Pay at Whole Foods just outside Boston --> Watch Commerce starting to ramp $AAPL $WFM $PAY $NXPI,0
"CNBC: Tesla to release 'Autopilot' software update within 2 wks, adding safeguards for drivers; system to rely more on built-in radar. $TSLA",0
"""Elon figured out how to get unlimited funding for Tesla. $TSLA to the MOON!!!! on a SpaceX rocket!!!"" #saving #IndividualRetirementAccounts(IRA)",-1
producing an electric hybrid in the age of $TSLA is an act of corporate suicide ,-1
$MXWL is worth far more than $4.75 per share. Their dry battery technology improves battery performance and reduces cost by up to 20%. $TSLA is stealing the company at this price.,-1
$tsla should try to make it as seamless experience as possible on third party networks. They still have the advantage since customers can use Superchargers or other networks while other manufacturers cant currently use Superchargers. This will help reduce load on the SC network.,-1
#GoogleDrive is really killing the game in cloud software. I love accessibly $GOOGL,-1
"Relax. I know it's no fun to see the markets bleed, but this too shall pass in time. Seen this many times. $AAPL $AMZN $SPY $IBB $XBI $IWM",1
Did you catch the mkt move? E-mail 4 FREE TRIAL or ACESS PRIVATE $TWTR FEED @OAprivate $GOOGL $NFLX $TSLA $AMZN $FB  $IBB $AAPL,1
RT Accurate_Trader: $AAPL Cowan raises price target to $155.00,-1
Bought $TSLA 185 weekly puts 1.70,0
"...promising to order a new seat which they never did, probably hoping customer would fix it themselves. Responsiveness of $TSLAQ service generally bad except when EOQ nears and $TSLA hopes for business. 7/",-1
"Google’s Waymo has invested in LIDAR & cuts costs by 90%.Problems:-Reduced cost still ~$7500.-The equipment on the roofMusk: solving vision is essential & once you solve vision, you don’t need lidar’s expense (and bulky ugly roof accessory)? $TSLA",1
"So, Musk buys surplus batteries (scraps) from Ali Baba for stationary and home storage? $tsla $tslaq",1
can't disprove a negative... The $tsla story motto.. Until those negatives start crystallizing #myresalevaluesucks,0
$HMLA Been telling@you guys to load up these cheaper es on HMLA not going to be under a penny very long on Monday!! #BITCOIN! #Litecoin $HEMP $CBIS $TRTC $OWCP $GRNH $MJNA $ERBB $MCIG $EDXC $VBIO $RFMK $PHOT $GRCU $ETST $GRDO $AAPL $BAC $P $C $FB $F $T $GRCU $SFOR $DOLV ,1
"$tsla they figured out how to keep capex low, with exponential growth, learning all along the way, what you expect this type of company to do $360",-1
"$MSFT for me, and $AAPL",0
3/ Where have we heard this story before? With $tsla cars. Desperate 38% “discount” on solar attracts new customers who don’t realize an unserviced system is worth less than zero. State AGs and FTC have failed to act to stop them from harming consumers.,-1
Checking in with the Closing Bell Investment Club. Our main street investors are watching these stocks for 2018: $AAPL $STM $CRM $NXPI $NKE $KR $MO,-1
Today's million dollar PUT #options trade update:$CMG $AMZN $X $MDLZ $MSFT $F $TSLA $ISRG $GE ...,0
"Market Commentary For Thursday, Mar 09 $BA, $XOM, $GS, $NFLX, $GLD, $FB, $APC, $JPM, $AAPL, $CVX, $TSLA, $XLE, $AMZN",-1
@tugofwar doesn't add up to much and $MSFT $CSCO and other old tech has plenty of what they would screen as experts so I had to cut the rate,1
did you sell? $AMZN going lower now with market. Dont get too greedy!,-1
Keep trying to value $TSLA like its’ $F or $GM .. just like folks tried to value $NFLX like $BBI (gave $NFLX $1 PT) ..enjoy #disruptors,0
I just received a gift from Eric a member inside of PowerGroupTrades for150.00  for the $AAPl trade . I have received over 9 gifts from Eric a great long term member in the group. We want people to succeed with great gains from skill not fear and luck. look out for live streams,0
Danish Bank Saxo predicts that $aapl buys $tsla in 2019.  Feels like someone using a weak day to cover a short,0
"Nobody is ruining progress!! @elonmusk wants to change the world. He chose EV. Others will choose something else. No one wants to destroy @Tesla . Just bring it down to it realistic valuation (and make money doing so). That's a fair bargain, isn't it? $tsla $tslaq",-1
$TSLA out more 250 puts at .70.  I think I missed the high there - will hold 20% through tomorrow.,0
"Feb 19 Tuesday, $AMZN is $1,633.00Bearish target $1,600.56 ",0
Tesla forces out the people who f upped. That’s what happens and it’s GOOD! Now the cars are coming out and these guys put the company at risk with their mistakes. Thank god elon took over. $tsla,-1
"Can someone please explain ""Tesla leasing down payment math"" to me? (It doesn't seem to add up.) P.S. Even assuming similar down payments, it's $160/month more than a well-equipped new 330i...$TSLA",1
"$TWTR continue to hold $AAPL, $QQQ and TWTR Nothing really compelling out there.",-1
This correction will not be complete until $AAPL gets hit 10-20% as well  $QQQ,0
"Dan, I see you work @GM . I know things are different there as with all other car companies but what @elonmusk and $TSLA are doing is reinventing car manufacturing. It has not changed since Toyota changed decades ago. Only a few more month to wait and we shall see who was right.",0
$MSFT Translated using Minecraft and,-1
Add to that the 600 seen in the other parking lot and the higher than usual no of trucks seen loading at Fremont its pretty obvious that Tesla is producing at a higher rate than ever before $TSLA,1
WHOA $TSLA @elonmusk says 200k Model 3's WILL BE DELIVERED in 2017!!!,0
Theranos movie time! $tsla $tslaq,0
$GOOG $SPY $DJIA $QQQ My Father used to tell me of this story of a business guy who gave away free salty peanuts and charged an arm and a leg for drinks. Google just took away the drinks....,0
"$TSLA not sure what it will take to actually move it over 320, but everything feeling like a bull trap up here",-1
"$ALOG   When is the buyout? Citi is working on it,  $powi. $nvda.  $aapl. $msft  $orcl. $amzn. $lfin   $riot.  $gbtc. Who’s buying?",0
Nice time to buy $tsla ,1
. @elonmusk U r fully aware of the subpar full reroof @Tesla performs. Failure to abide by CBC CRC Roofing Fire WUI Title 24 Structural HVAC Fema & Contractors Law. Tesla is HORRIBLE! Tesla is a NIGHTMARE! Tesla Lies! Day 295 #TeslaDamages$TSLA $TSLAQ @TwitterWomen @TwitterComms,0
"Surely, ENRON Elon is committing all kinds of SEC violations in desperate attempts to resolve Tesla $TSLA PONZI SCHEME cash liquidity situation by making all kinds of FAKE promises",0
$AMZN forming cup & handle on 1 min chart. drop to 776.6-776.8 neckline area for support. should see a strong move making new HOD.,1
$TSLA huge move off that 207 area  ty very much!,0
$tsla $tslaq #amiright so many ways.,-1
"$TSLA - the market is smiling, you know what comes next, break that support and its over. $TSLAQ",-1
@jimcramer @davidfaber maybe subs left $NFLX b/c $AMZN content has improved and no need for both anymore. 2-day shipping>$NFLX,-1
"Bill Miller says Amazon will double in three years.  If it keeps a 40x multiple and you add back cash, he's probably right.  The question is does it deserve a 40x multiple? $AMZN",1
"$TSLA Yea,sure,100 pts in a month after 100 pts the prev month all perfectly normal. But abnormal has become normal in all facets of society (sjw imbeciles,for ex). Stocks are no exception",0
"$TSLA good game, 700 longs at 267Thank you markets , it was obvious musks going to win",-1
"$TSLA: OMG, shorts, you have been warned. On the other side, this might run into a resistance zone around $300 soon.",1
$amzn and $fb are holding back #nasdaq from taking off today. Would have been a another good day just like #dow is having,0
"Would be interesting if $AMZN rebounded enough so that it reached the Mid BB (20sma) without ever actually touching it.  would take a big move from there, but always fun to see it happen, confuses everyone...",1
$GOOGL 8% off the after hours low from Thursday.,-1
Getting tired of these people buying when they should be selling and selling when they should be buying and not holding when they should be holding. $SPY  $AMZN  $TSLA and everything else,-1
@Tony_BATtista @tastytrade im not looking at my screen but I'm assuming this is will grow their market value after what $goog did,-1
$TSLA a little weak,1
"History tells the opposite.  He was right and Musk started production in 2018 not 17. Or you just see it the other way committing to ""alternative facts"" ? $tsla",1
$tsla great $irbt not so great.  Conference calls coming up,-1
$TSLA Will buy this lower with the goldman manipulators. I learned my lesson with $AMD.,1
"S&P 500 new highs, $AAPL calls, $KING earnings crush, $OWW unusual activity, @AngieMiles w @Shrbn: $MGM, $DVN, $RAX",-1
Guess  $AAPL fixed the FaceTime spyware..(and excluded more non MFi 3rd party accessories) “every update is now an increase in revenue”- Anon.,-1
Weekend Review VIDEO $SPY $IWM $QQQ $TLT $IBB $AAPL $AMZN $BABA $BIDU $FB $TWTR $FEYE $GILD $GOOGL $IBM $NFLX $TSLA,0
I'm not buying a $TSLA that looks like a Mazda either! lol,1
"100% believe that $tsla is losing money on their cars, how can’t you see that, solar business is cutthroat & they may not make $ until 2020",-1
$QQQ Weekly P&F has $283 PT .. will get there after Trade peace ..  QQQ can run  $TQQQ $AAPL $GOOGL $MSFT   Not a good idea to short this mrkt !!,-1
iPhone X is not creating a super-cycle for $aapl. Can’t wait for the $15-$20 drop at earnings. Pigs get slaughtered.,1
leahanne: $AAPL Apple Inc (AAPL) 117.20 +1.89 (+1.64%),0
Fun fact: the $TSLA gigafactory is the world’s largest factory to get dissed by Panasonic.,0
im waiting for a good spot to initiate $googl. am not chasing while i try to manage $aaoi crap,-1
$TSLA shareholders after news production goal failed.,1
$TSLA bulls don’t understand this fact,0
"In just the last 90 days, $AMZN's 2017 & 2018 EPS consensus have fallen by 21%.",1
"No, it won't.Not at.....$50B, or $40B, or $30B, or $20B, or $10B.Book value is < $5B.Real auto makers are spending $300 billion to compete with Tesla, while Tesla is teetering on the brink.Subsidies are expiring.Liabilities are mounting.Nobody is buying Tesla. $tsla $tslaq",1
"and we have NOT YET put on this trade...we want to see price go vertical down and continue to monitor the Accumulators for entry.  The lower it goes, the more upside range there will be provided we continue to see the activity we want on the Accumulators. $TSLA  this is a process",-1
Looks like 26th of April Thursday 2018 will be the big day for the big boys:$MSFT $INTC $GOOG $GOOGL $AMZN #earnings #accounting #magic,0
"Tesla is saying L5, not L4.  They've got data proving that autonomy is safer than a human driver.  Autopilot has prevented me from getting into a horrible crash.  You seem like you're short $TSLA",-1
$AAPL Opening weekend sales for iPhone in line with expectations at 13 million.,0
"68 $SPX ERs today, these notable #stocks report after close: $GOOG $GOOGL $AMZN $BIDU $EXPE $GIMO $N $QGEN $WDC",0
SpaceX seen as a factor in Tesla privatization deal $SPACE $TSLA,0
$tsla is so utter pathetic. Pure Musk vanity,0
#estate asset watch - most active names in stock options trading today - $AAPL $BABA $FB $AMD $BAC $GE $BHGE $C $AMZN $PBR $TSLA $AABA $IBM $NFLX $JD $AMRN $EBAY $MU $WFC $MSFT $BHC $NIO $F $QEP $NLSN $VALE $SQ $NVDA $CZR $T $SBUX $TWTR $CGC $SNAP $CVS $SYMC $CSX $APC $X $BBD,0
"$2310 returns on $4500 invested in 9 picks returnof 51% $AAPL $SPY $GOOGL $SLV $GILD $UVXY Join for 30%,40% 50% uppish wks for amt invested.",1
$AMZN come on amazon I am counting on you #stocks #fang,-1
"$TSLA might use $324 as pivot for higher pricing, old resistance now new support, good luck!#OptionPros Alerts ",1
"via TheDomino: It's a big deal these days...just ask Facebook, Alphabet, Amazon, Apple, Netflix, Microsoft, etc... $amzn",0
We calculated 63-day Expected Return of $TSLA for you: 0.1%,-1
$COMP $FB $TSLA $TWTR is today the day? Nasdaq 5000 and off to the races we go,0
Apple Stock Price: 161.26 #apple $AAPL,-1
"$AMZNAmazon, Law Enforcement Joining Forces To Turn Your Front Door Into An Integral Part Of The Surveillance State",1
Sandro posts his plans on PowerGroupTrades BEFORE he trades.  $aapl.  Another winning plan,-1
"1/ Polix, thank you for the kind words. Back at that time, I had the pleasure of collaborating with the legendary Montana Skeptic and a cadre of individuals that he had loosely collected as a $TSLA brain trust.",-1
$TSLA here is the break 1.06% we'll see if it can hold break and push from here,-1
@do_hk certainly messed up some option plays $TSLA,-1
#5things from loonies to handbags #CAD #ToysRUs $ac.to $TSLA $KORS,-1
'My best estimate right now is that approximately two-thirds of shares owned by all current investors would roll over into a private Tesla.' - Elon Musk $TSLA,0
$TSLA please some1 tell me what the clowns on fast money said tn,-1
$spy $qqq $spx $jpm $gs $ms $es_f $nq_f $amzn $tsla $goog $fb $msft $dia $gld $cl_f $wti $uwt $uco $uvxy $tvix $amd $nvda,-1
$AMZN nice little flush off 630.,1
"Count me in with the iOS 10 update trouble camp, had to plug into iTunes for an update or restore. Seems pretty widespread. $AAPL",-1
Tesla Massive Energy Storage packs are popping up all around the world  $TSLA #Tesla #Energy,1
$AAPL Some of Apple's secret sauce.,0
$GOOGL pre market on earnings,-1
$NFLX $AAPL hittin CNBC,1
$AMZn and blasted right back over.,1
"happy to report that, aside from one last-minute business necessity, i ordered nothing from $AMZN last year",0
"It gives them more controlling interest, raises the stock price, increases earnings per share (EPS), and then later they can actually sell the shares back (at a higher price) if they need the money for anything. $AAPL cc: @SJosephBurns",-1
"Musk isn't lying, it is only a lie if he believes what he says to be untrue.  In his mind, he is being truthful when he stated that by building a tent this year, they are now right on track to build 200k of those cars by the end of last year.    Bullish!   $TSLA",-1
@elonmusk  follow me or I will have to short 10 shares $TSLA haha,1
"@petenajarian Pete, hello brother. I was waiting for your input on $AMZN ... ?  If it were to pullback below $700, is it a buy or no touch?",-1
$AMZN $WFM Amazon in 2019: Betting Big on Physical Stores?,1
"Eat your heart out $LYFT, $JMIA, Jumia Technologies, dubbed the $BABA or $AMZN of Africa, up over 100% from the start of its trading Friday.",-1
"Never understood investment porn - no purchase means no gains. Nobody can predict pocket Aces, stay level headed folks! #NASDAQ $SPX $NFLX $AAPL $GOOGL",1
"Here we Go..... $AMZN taking over the world. Next, they will mint their own Crypto... Got Amazoncoin ? $WFM",-1
$WDC Swing: Another 50% Win in 2 days. Back to back Wins $TSLA & $WDC.Sold 2/3 size for 50% profit.Holding one call and long shares. P/L: $416 (50%)Did you ever get alerts better than these!!! Only from TW0E.#TW0E #SwingTrading #Options #Alerts #WDC,0
"For God's sake, make it stop!!I may get violent if I hear one more person talk or tweet about all the companies or countries $AAPL could buy with its cash hoarde...IF Tim wanted to...But he doesn't want to!! So STFU!!!=^.^=",-1
"Wow should we be impressed? Will this produce model 3’s generate cash flow, pay unpaid vendors. No too bad  $tsla",-1
"$AMZN 35 BARS 1498: 45* angle: 1533, 18 bars 1528.70 high: 45* angle: 1510.70, Parrallel Midpoint of the 45* Angles: 1521.85, NOTOUTOFWOODS",0
"Why would Tesla choose to push many code revisions to lane switch on highways autonomously, but no code to recognize and alert drivers to STOP signs?A motorcyclist died last week, hit by a model X blowing through a stop sign: $tsla",-1
"Really sad @InsideEVs has gone full $TSLA PRopaganda subsidiary, hope it's worth it financially.The M3s are sitting for months on parkings in USA and even streets in Norway.The $TSLA delivery is certainly the worst in the industry, late ,postponed, lemons, damaged, wrong car",0
I guess $TSLA is waiting for the call to talk about guidance?? None in the release.    $TSLAQ,-1
"$NFLX and $AAPL, bull market beauty. $SPX 2350-2400 this month as the demand to own assets remains very strong. $SPY $QQQ $GOOG $AMZN $BA",1
$GM $TSLA This Jones at Morgan Stanley whom is bought and paid for by Tesla and Uber has no credibility GM is a buy-his TSLA target 400?,1
$aapl with a $63 lead over $fb.,-1
"Another one car crack-up,,, courtesy of the crack pipe king,,,lol,,, $tsla $tslaq",-1
"Great piece on dental $HSIC and $PDCO!   But it's not just $AMZN ... there is reduced demand for dental services in general, dentists are buying less supplies.   @jimcramer",-1
"While all agree the U. S. President has the complete power to pardon, why think of that when only crime so far is LEAKS against us.FAKE NEWS",1
"Were some several thousand in March, more slipped to April/May or $tsla is in even bigger trouble.",-1
"Starting $msft 6/21 126c @ 2.46 5 contracts. Playing for bounce off 5/23 lows. Will do 10 cons max , Idon't really like having long exposure in this tape.",1
"As a matter of fact, it is Rocket Science.A shout-out to @ElonMusk for keeping the dreams of Space alive for countless millions of people, and for revealing this mindset to untold others, who don’t yet know why.",0
@zerofiltertruth @jeffhksar88 wait till Xmas. For $350 it's a great gift. A lot nicer than a rubber Fitbit. #AppleWatch $aapl,1
"$GOOGL feels ready for a run-up. $767, 774-777 and the big 781.  Below 765 and it's 758 and maybe 750. A little momentum, and it could run",1
"Shameless plug. Use my link and we both get something out of it. Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link.",0
"""it uses 35 giga... 35 billion... which is 35 giga"" -- someone went to @elonmusk's school of ""How To Perfume a Pig to Fool Idiots"" about an hour ago and is getting a failing grade. $TSLA $TSLAQ",1
"$KOOL is oversold and ready for a supernova run!!Only 1.5m float , $7+ easy money. GET IN $TWTR $FB $AAPL $MGT $TWX $T $TWC $BABA $NFLX $GE",-1
"$tsla's twitter army definitely has been cut loose. It usually takes 6 hours, now it did take 2 days. Well, there is that nasty time difference, and with the principal in the air in a Gulfstream ....",-1
$FB $TWTR $TSLA $LNKD I don't believe in running across road blindfolded I don't believe in bottom picking I like paying Up for my stocks,1
Wal-Mart follows in Amazon's footsteps with its own drone delivery test program. Amazing! $WMT $AMZN,-1
"What $TSLA does best is to keep people guessing whether they are (A) merely victims of massive incompetence or (B) are, rather, being scammed. Every day brings me closer to concluding (B) is almost always the correct answer.",1
Tesla To Slash Workforce To Reduce Model 3 Price - WSJ  $TSLA,-1
"I think Tesla’s success and growing fan base shows that they do. Het off $tsla channels and the discussion changes completely, people love Tesla, period!",-1
"It definitely will be commoditized eventually. But it'll take years, possibly more than a decade, before it does, and Tesla has the first mover advantage. $TSLA is valued somewhat similarly to the way #Porsche is because of the gross margins they make, despite everything else.",1
"$DCTH OVERSOLD 1.4M FLOATER FLYING TO THE MOON!  P.T. $4++++. Definitely banking on this one!!""""!! $FB $NTFL $TSLA $AAPL $BABA $MSFT $DIS",-1
$AAPL omg let it ride! If it doesn't rise post-earnings today it will post x-mas. I'm not selling. HODL!,1
holding $nflx $amzn into tmrw,-1
$SPY w $AMZN and $MSFT also $NFLX all were on WL yest./ and a few more posts in feed $QQQ GL,-1
$AMZN Low Date=Jan-16-2015 Open=286.28 High=290.79 Low=285.25 Close=290.74 Volume=3478100,0
I think that's what the silent bidders are thinking $twtr $amzn? $baba? $aapl?  $fb? Ballmer?,0
$GOOG Companies are being vocal about their criticism of Google,1
So cheaper than the $8k $TSLA are charging for tier autocrash hardware,0
He’s commenting on $tsla all the time on SeekingAlpha.  Im pretty sure he’s being sarcastic.  It’s actually hysterical when viewed in that light.,1
Everybody waiting for their $TSLA ?,0
$TSLA doesn’t have what it takes to go alone on autonomous cars. $NVDA will dominate the space for 5-10 yrs or more,-1
Here's what Tesla Autopilot can see with the new v9 neural net. 10/18 $TSLA $tslaq,1
"Sunday 9/30/18 at $TSLADebit A/R, Credit COGSProfitability secured.",1
"It's Italy, no? $TSLA",-1
"Difficult to see $FB ever gaining meaningful hold in commerce. There’s such thing as quality of data; $AMZN is based on actual shopping behavior, they’ve been collecting it for years. Ads are ads & it’s a coin flip as to whether what people post in FB & IG even reflects reality.",1
"you would get more if you type ""short $tsla since double digits"" ",1
"Out $GOOGL puts even here at $0.70. Taking too long, markets trying to bounce back also.",0
"I said the equity in $TSLA will wind up as a ""zero"" & it will. I said NOTHING about timing, but clearly underestimated ""investor"" stupidity!",1
SOLD 15 CALENDAR in $AMZN (JUL),-1
"I doubt the factory will cost $5B, first of all. I'm expecting it'll cost $TSLA closer to $3B.Their FCF is more than sufficient to cover construction costs while they finalize the financing.",0
"Hey #MrDOJ, maybe it wasn't such a great idea for CEO Elon Musk to go on @60Minutes & illegally promote off label use of the #Tesla $TSLA AutoPilot.On no, it's fine. Just promote it through a third party with no human in the car, only a dog. $TSLAQ@TheJusticeDept @FBI",0
businessinsider: Everything You Wanted to Know About Chatbots But Were Afraid to Ask $FB $GOOG $GOOGL $AAPL …,-1
"Here we are again with every $AAPL effort to climb being whacked. Funny how things can change just overnight. This looked poised to climb nicely today. #FAANG, $AAPL, $NFLX, $NVDA, $AMZN, $GOOG, $QQQ, $FB",-1
We don't talk about China now; only the happy talk from Enron Musk about North American faux deliveries! @markbspiegel @WintonCapPtnrs @zomgapocalypse  $TSLA,0
$GOOG $AAPL chris20: Nice day for Bgnn...0003..up 200 percent...huge volume...,1
This Tax move could hurt us guys!  Make voice heard. $FB $TSLA $DCIX $BTCS $BTSC @petedoom @nickelwurld @JamesHoward18 @VoiP4Biz,0
"In a wide-ranging episode of Limitup!, Eddie talks with @davidmoadel, Chief Analyst and Opportunity Researcher for Portfolio Wealth Global about 2019 market direction and everything from the likelihood of a near-term recession to retirement planning in the current market.",-1
"Unless you think the main market has maxed out, $TSLA back under old resistance of $280 seems extremely difficult.",0
On vaporware and pathological secrecy at Theranos...$TSLA,-1
Was the FSD the reason for the accident?$TSLA,0
$AAPL sharp spike down. Now trading at $96.18 pre-market,1
We're putting on a bullish trade in $AMZN via BPS,0
$amzn cover entire short @ 768.80,0
Stocks making the biggest moves premarket: $TSLA $CBS $AAPL $BABA $AMZN $CPB $SNAP $RIOT $URI,-1
"“...the road ahead is very difficult,” $TSLA CEO @ElonMusk told employees earlier this month, amid a 7% cut to the company’s workforce. On Wednesday, investors will get their first look at what that means for the carmaker’s bottom line.",-1
"Thanks Ed and nice work, $TSLA had a nice squeeze and run. Glad it's the weekend so I can clear my mind. Enjoy the weekend as well, finally getting some good weather!!",-1
$AMZN - fly baby fly !,0
"@danahull how many direct reports does Musk have?  Seems well in to the double digits, > 20 definitely, > 30 probably.  And that’s just at $tsla.",1
"Has the Oracle of Omaha invested $MSFT, $GOOG, $AMZN, $NFLX? NO! He invests in long term, but do you think Apple will still make iPhones in 10 years time? I am not sure we will need a phone in 2028.",-1
"Seriously, what do you think will be $AMZN 's Black Friday numbers with all the new jobs in the last few years?  My guess is some awesomeness.  $10 and $14 Quarters are coming hard and fast. $AAPL is going to do extremely well this Christmas...so you know what it will mean for $V",-1
"Join @RobinhoodApp and we'll both get a stock like $AAPL, $F, or $S for free. Make sure to use my link. #FREESTOCK #FREEBIE #FREEMONEY",0
In face more departures/another likely ugly print $TWTR holding rel well as #immense strategic value $AAPL $GOOG $FB $MSFT $DIS etc vivid,-1
Think social media is jinxing $AAPL w the trillion dollar market cap calls?,1
$TSLA Anyone think about JRE / Joe Rogan effect? Jordan Peterson was largely launched by him. The most influential media in the world. About to have Elon Musk on thursday maybe. 100s of millions will be reached and Joe is a huge fan of Elon. Priced in?,1
"Wtf! If aramco was a public company, I’m curious what would have been its market cap! Clearly in the trillion! #stocks #investment #investing #aramco $aapl",-1
Interesting Large Sweeps & Blocks! $XLF +14.2M Block PUT$UVXY +7.4M CALL Sweep$TSLA +2.7M Block PUT$TLRY +1.4M Block CALL#Options #FLOW #GOLDBARS #Scanner#RampUPTrading,-1
"Short Bonds $TBT up 3% on day now.  +24% past 3 months Money flowing in and out of $TLT big time.  $UUP, $SPY, $AAPL",0
"2/Apple will never buy $tslaThe DIP lender will end up ""owning"" $tslaq .... if it's not a liquidation.",1
Earnings are very crappy wow. $V $SBUX $GOOGL $MSFT,1
"Macy's doesn't have the brand power, margins or raw volume of $AMZN in the eCommerce arena. Futher pain to come.",-1
Good. $TSLA is a certified investment scam just like $AMZN.,0
$AAPL has been rising so much the past two days. Sell All Stock!,1
"following $AAPL earnings report from 25K ft, Twitter works best with limited WiFi",1
"I agree. Btw here is a classic $TSLA  response to any hint of disagreement (not all s are like this, but a lot are)",0
$AAPL $BABA Among Top 10 Stocks For The Next 25 years,0
$AMZN should you daytrade tis stock?,1
$TSLA trading right up to our price target from earlier in the week - $271. Predictions made easy,1
"no, shut it down, $TSLA, Im spitting mad, rolled up again, decisions came 5sec's later, roll to 370P to 385P, then shut down, 290/385 inverted strngl $12594db, a $1836 loss, done for now@TraderNickyBAT @Tomunderwater @Tony_BATtista @TFMTrades @tastytradar #tastytrades",0
"Leaders continue to be punished, today $AAPL turn.",1
$GOOG Weekly -- Monday test of 38.2% weekly Fib.,-1
add in the sus other parts of what was learned today (employee NDAs etc) which is mostly just $tsla being $tslaq but jeez things are not good in fremont.,-1
Of course $AAPL #iPhoneX orders are weak @CNBC @CNBCJosh - Virtually everyone we know or met is bored with it & has closeted buyers remorse $QQQ $GOOG $MSFT $SNE,0
We'll find out soon bruh $tsla,0
"To give context (and each case is different) $JNJ #Acclarent DOJ subpoena was delivered in 2012, grand jury in 2014, executive convictions 2016. They're currently appealing for a new trial 2018.Years, not months. $TSLA #Tesla #TheSociopathicBusinessModel",0
"$AMZN post-market 30 Oct update ending 5 waves up from 1618 low and pullback can find support in 3, 7, 11 swing #elliottwave #trading",-1
"I really don't get the @elonmusk haters. If you've shorted $tsla, and lost $, suck it up. Don't take it personal.",1
Will keep Model Y manufacturing cost down. Very wise for Tesla to share many parts with Model 3. They learned their lesson and will sustain greater profitability! $TSLA,-1
"Mr. Asshat generally makes about 5k/day messing around. You might benefit from not making yourself look stupid. I also bought $TSLA under $40, but I’ve made more money on $TSLA puts in the last year than I did buying stock. @AsshatTrading",1
"Teslemmings are also Teslatools.No bro, wasting $60k on @elonmusk's garbage Model 3 didn't make you special.$tsla $tslaq",-1
"just shorted $AMZN in anticipation of Trump supporters boycott, stock is already down $9.00 today. Thank you Jeff, I will give profit to DT",1
"The Lidar and maps angle is never going to work, period!@Tesla has chosen the hardest route. Teach software to drive. Thing is, it's the ONLY route! It's a total goddamn bastard of a task and will take at least another decade but it's why I buy $TSLA!#TheFuturesAlreadyHere",-1
"Gram Car Carriers have run a 8 day route from Zeebrugge to Scandinavia & GB, carrying $tsla cars. I'm now surprised to see no Gram ships are scheduled for Drammen anymore. No $tslaq arrivals in Norway this week to my knowledge then. Strange.@fly4dat@temp_worker@TeslaCharts",0
Is $150 in the near term cards for #Tesla?  $TSLAQ $TSLA,-1
$AMD $MSFT ,1
