body,label
$AAPL How to get the best deals on Apple products this Black Friday,0
"As per fraud boy @elonmusk in M3 reveal, this review would and should apply to $35K model 3 without any options $TSLA",0
"In a wide-ranging episode of Limitup!, Eddie talks with @davidmoadel, Chief Analyst and Opportunity Researcher for Portfolio Wealth Global about 2019 market direction and everything from the likelihood of a near-term recession to retirement planning in the current market.",0
@GuyAdami @jimcramer @JustinPulitzer @RedDogT3 $PCLN $TSLA Two big ER into Thurs Morning could cause Short Squeeze.,1
"Yep, culpability is a real thing, i hope they survive any future poor decisions l.What she is doing is showing that AP works some of the time, she didnt show then the corner cases, you know those that kill.$TSLA $TSLAQ",-1
Backing up Reveal's expose on Tesla's lack of concern about employee safety.  Here's a clip from @CNBC about $TSLA workers passing out on the Assembly Line last year:,-1
Elon has no enablers in the media. $TSLA $TSLAQ,-1
ThIs b/o for $GOOGL is very bullish and dips are buyable moving fwd if you get them...  We want to see this pop hold and even build.,1
"Err... if thats real ...hello to you too.... and keep your hands on the wheel, the $TSLA cars aren't 100% self driving yet.yours... would want a dark blue one.",0
Huge #baseratefallacy by Elon. Great way to become the new Kahneman and Tversky would be to follow the Tesla CEO around and just write down the decisions he makes. $tsla @R_Thaler,0
$amzn Hanging on by a thread still,0
"and $USDCNH is RELENTLESS... weaker the Yuan gets, worse it is for companies heavily exposed to China, Like $SBUX, $AAPL, $GM, $YUMC and small caps...When tariffs start being felt at home in China, they will turn on consuming anything U.S. Some spectacular flameouts on the way.",-1
"Well, there go all my gains from yesterday #investing $FB $MSFT",-1
"Is eBay Shopping for Shopify? @themotleyfool #stocks $AMZN, $EBAY, $MELI, $SHOP",0
"$AMZN if this company could do the impossible like operate a series of popular Amazon Hotels, bars/restaurants why own any other stock?",1
"I like the $MSFT call in advance of earnings. If it hits I'd expect a decent 2-3% move higher. Otherwise, I'll stop out quickly.",1
"INSIDER/@Automotive_News@LebeauCarNews New #TeslaModel3 Owner, Well Known  Vlogger, Parking Lot Bumper Wack!@Tesla Rolling Out In-House #BodyShop'sCar Repaired, Wrapped & Ceramic Coated In < 3 1/2 Days!@ElonMusk!$TSLAVia | @YouTube / Like Tesla",0
$TSLA ready for another shot at 370,0
$TSLA Shattering expectations...,1
"@JustinPulitzer @sunrisetrader @carquintanilla @CNBC @finkd @thestreet @jimcramer $GOOG, SOTP $INST, product ads, quite sum developments $FB",0
$CRBP $MTNB $NAK $FB $NFLX $GOOG $FB $AAPL Pretty darn good day overall.,1
Apple charging $999 for #iPhone8 offering the new #iPhone7s as the real phone launching this year sep12th. The #iPhone8 is a Fugazi. $aapl,-1
"$AAPL is so bullish, it unbelieveable...let keep it going all week...$AAPL usually do 5% or more in month of April...",1
Tesla then sent in Seal Team 6.They flew in to Pittsburgh (Prob on @elonmusk's jet)They took possession of the car.They ordered him to keep the fire secret - from both civilians and his insurance company. (wonder if thats insurance fraud?)$tsla $tslaq6/x,-1
$TSLA just can't push through 313.73 high if it does before Friday could be a good weekly option trade,0
Entered $BIDU 101 calls expiring this week. Know your risk. $SPY $AAPL $DIS $AMZN $GOOGL $PYPL $MCD $MSFT,0
New 52 Week High today: $LITE $GOOG $FQAL $FEZ $TDG $AIZ $INFN ...,1
"Thanks! This helped. Also, a healthy dose of classic Bugs Bunny ht @BoomerangToons (via $AMZN Prime)...and wife coming home to relieve me.",1
Almost nothing can surprise me at this point with $TSLA.What’s up next? Making battery cells in those tents as well?Clean rooms? Who needs clean rooms...,-1
"The words ""car"" and ""reboot"" should never be in the same sentence.EVER.$TSLA",-1
$AAPL touching previous record high of $120.,0
How would buying $mxwl have anything to do with near term BK potential?  $tsla,0
$GOOG - The Only Legitimate Competitor to Google Maps and Apple Maps Just Went Up for Sale,0
SELLing $TSLA pt:$135 50% downsideWill never reach SCALE needed to compete vs Auto giants & their better more efficient cars $F $GM $FCAU $RACE $DAI $BMW $VOW $RNO Japan China,-1
$TSLA above 224 231 233 target #tradeideas #stocks #investing #investing,0
And another one $TSLA,0
Today's million dollar PUT #options trade update:$CMG $AMZN $X $MDLZ $MSFT $F $TSLA $ISRG $GE ...,0
"$SPY $AAPL    Cramer now became a TA pros.    There R hundredssssss at ST and twitter !!  We need someone to go over the BIG PICTURE of the GLOBAL mrkts !!   Next important catalysts that will drive mrkts, stocks .  1  2  3  4  5 !!",0
Bezos should split $AMZN 20:1 to get into the Dow. I'm 100% serious,1
"Next up, $tsla, marijuana and Buffet in same article.  Cleantechnia, electrek & Randall rushing to publish it as we speak.",0
TFR: 'It Seems I Have Opened Some Sort Of Portal To Hell' | @jessefelder on The Felder Report$FB $AMZN $AAPL $NFLX $GOOG $GOOGL#StockMarket #FAANG #Facebook #Netflix #Twitter #TechStocks #GDP,0
"Cramer: Use declines to buy, not sell, stocks like Boeing and Apple $BA $AAPL $AMZN @jimcramer @madmoneyoncnbc",0
$SSEC $TSLA $FB when average everyday dudes think it's easier to make money in the stockmarket than their day jobs watch outEnd is near,-1
"Tech breakthroughs take a backseat in upcoming Apple iPhone launch#AppleInc, $NASDAQ, $AAPL, #iPhone,...",0
This is the best he’s got to pump the stock?  Why possibly send this email to everyone?$tsla is running on pixie dust.,-1
That's just silly right? $GOOGL #callmecrazy,1
Big losses to come for $AAPL by the end of this week,-1
$FB $TWTR $TSLA $LNKD I don't believe in running across road blindfolded I don't believe in bottom picking I like paying Up for my stocks,0
$aapl stores coming to India. Up market #status and sales set to increase ,1
Loving every second of this....$TSLA,1
Has there ever been a more profitable non-Chinese company in China than $AAPL?,0
What are you longer termer investerors doing on stocktwits when nothing that's said will make difference with you selling $TSLA ?,0
"So how many $TSLA helpers have not downgraded this farse so far today? Baird, Macquarie, Morgan Stanley? Any others $TSLAQ",-1
Whoa! Is this true @elonmusk?$tsla $tslaq,1
"$QCOM cc - ""With this new agreement, we have re-opened the door beyond the modem for $AAPL; A lot of tension removed from the system as a result of this agreement. ASP's as we move to 5G, tend to be good for us. All developed economies will have 5G launch in 2019.""",1
"It's likely that #Model3 productions will be way low again. They probably will announce 10 car per day production for Model 3, $tsla",0
"So @elonmusk it seems like the whole short burn of the century still isn't coming off the ground. Maby you can try Black magic next, although I understand you need a soul to sell or it won't work, so that might also prove to be an obstacle for you $TSLA $TSLAQ",-1
But there is a huge amount of S&P buying pressure and countless smaller funds that front run or follow the S&P that will start buying $TSLA once it is added. Look at $TWTR around the time of and following its S&P add.,1
"1/ @contangoz $AMZN play, Bezos waiting as long as he could to start profits, but when AWS grew up - Wow. Diff - investors continue to fund",1
"5. Why is $TSLA settling lawsuits alleging fraud, concealment, and consumer protection violations around ""AutoPilot?"" ""Essentially unusable and demonstrably dangerous""@NTSB @NHTSAgov @NHTSArecalls @ReutersBiz",-1
$TSLA  Mar 15 $300 Calls at the Bid: 1850 @ $5.201 vs 4171 OI,0
$TSLA short squeeze,0
$AAPL Opening weekend sales for iPhone in line with expectations at 13 million.,0
"(1 of 2) Top line miss at $AMZN:  43.7b a 22% yoy jump, EPS 1.54 a 19c beat. Op income up 13%, . . .",1
@Liquid_f35 @nachoswithsalsa OH AND $AAPL which I sold at a loss when they were slumping.,-1
"“We’re in a time where qualitative metrics are becoming standardized,” says @Nasdaq’s Dan Romito on #ESG investing. But would an ESG fund protect from a governance event like the @SEC_News going after $TSLA and Musk?",0
$AAPL looks to be bouncing right back taking market with it and squeezing shorts in names like $AMZN,1
"Join @RobinhoodApp and we'll both get a stock like $AAPL, $ETH, or $LTC for free. Make sure to use my link.",1
Watching $GOOGL chart today looks like lemmings marching up a hill only to fall off the earnings cliff.  Janet Yellen warned you!,-1
Charting the history of $AAPL,0
"JFC this is stupid. I’m not short Tesla, but I don’t think anyone (other than you apparently) thinks warranty work would somehow be a reduction in fucking goodwill and intangibles. Good lord, the stupidity in both sides of the $tsla - tslaq argument never ceases",-1
"Yup in $AAPL and $MCD, Lets go :)",1
$tsla wow. 290 puts .10 close. Worth $24 if opens this low. 200x.,1
"$MSFT : BTC 11/13 50 Calls, STC Dec 50 Calls, and added a Nov/Dec 55 Call calendar for 35 cents (basis 73 cents)",0
"5\ A casual glance at $TSLA's balance sheet suggests that borrowing base (receivables + inventory + cash + machinery) is far from a limiting constraint on a $2B facility. But cash only counts if it's in a controlled deposit account, other assets only count if owned free and clear",0
Wonder if $AAPL ‘s Cook is calling the @POTUS to thank him now?,-1
ICE Companies?   Mary Barra is in on this?!?  Who is going to play Barra in the movie?   $TSLA $GM $F #ListenAllYAllitsasabotage,0
A new daily high at $187.3 was just reached for $AAPL. Found with MOMO Realtime Stock Discovery & Alerts.    #AAPL,1
$TSLA bears fighting hard to keep it from going green * eye roll *,-1
"Tesla $tsla Electrifies with over 9% surge after a solid performance by @elonmusk !! In a treacherous economic and political environment like today, Elon Musk knows how to adapt. Current price $329. Could easily go to $400 by end of year. #teslaearnings #elonmusk #tesla #stocks",1
I've been convinced for a long time that this cult stock $TSLA will not really gap down until after bk Ch11 press release & filing. $TSLAQ,-1
past performance means nothing. Mostly people like you where telling others not to buy $tsla at 20. So ? How good are you really?,-1
"You guys quit picking on $AAPL , you're only suppose to short the crappy stocks like the small Nasdaq's",0
"$aapl, Where did this groundbreaking news of an event that happened in q1 come from?Why no mention until $aapl gets to $89?  Smelly fishy.",-1
$TSLA is a share that I love to hate. I’d love to see this sub $250,-1
Tomorrow I will set a GTC order to sell half of my $GOOG shares @ $600/share.,0
"Now we know why @tesla paid Buster Bluth $7 million to sit on its boardBuster let the Colorado governor use his private jetThe governor diverted tens of millions of taxpayer dollars into @elonmusk's pocketsIf you dislike this stuff, vote for smaller government twitter.com/TESLAcharts/st…",-1
Fire  and $tsla batteries cool  or should I say coal used to generate electricity lol  Coal it is Coal $tsla $tslaq,0
mudder pucker - this dude's got $tsla charts nailed,0
@elonmusk obviously didn’t want to upsell the Model 3 $TSLA $TSLAQ,0
"$GOOGL  Securities Raises TargetAlphabet (GOOGL)$1,232.0262 $1,450.00Outperform",0
"All retail cos share ""Black Friday"" while $AMZN created its own day for its own sales  #PrimeDay2017 $M $WMT $JWN $GPS $TGT $BBY",0
"I'd love to see all these frauds and their enablers fall at the same time; $MDXG $TSLA throw in a few good banks while you're at it, $DB #LFG",-1
@atee Completely different scenarios.  $FNSR has other business and are market leaders in that business. The $AAPL business is icing on cake,1
I'm glad $AMZN keeps getting $ES $SPY $SPX $QQQ higher since $JPM $WFC and $C missed on revenue.Investing is so easy when the friendly algos are looking out for the markets. 2620-2640 s&p soon!$XLF $GS $BAC $VIX $VXX,1
Will Shopify Start Rising Again In 2020? @themotleyfool #stocks $AMZN $SHOP,1
".@karaswisher joins us this morning, we're talking:           **Donald Trump, Paul Ryan meet up           ** $AMZN to take $M's top spot?",0
"$AMZN has 3 touches at around 660 level. If it tests today again that level, it goes lower, I will close my broken butterfly for a loss",-1
"roll $TSLA call down JUN 290C to 245C $5wing, $41cr, small trade, $200 total cr, let it play out, if we get a move up, thell crush vol, this should come in @TraderNickyBAT @Tomunderwater @TFMTrades @Tony_BATtista @tastytradar #tastytrades",0
$TSLA in  197.50 calls 2.87,0
$WMT I expect stock to continue to rally to test Jan 15 high around 90 later this year. risk reward is higher (sold $AMZN & bought $WMT),1
Buffett grabs a stake in $AAPL - will it work out better than his $IBM position?,0
Is everybody is excited as I am for the moment when Musk will call judge PEDO ? $TSLA $TSLAQ,0
$SPY w $AMZN and $MSFT also $NFLX all were on WL yest./ and a few more posts in feed $QQQ GL,0
@stacEightTweets because companies like $WMT and $AMZN refuse to sell? That isn't what a ban is. Simply companies dropping a toxic product,0
"No wonder he’s such an EV enthusiast, this asshat pays $1500 for an oil change!?!?! I think he’s serious and I’m just speechless $tsla",-1
$AMZN $ADBE $BA $FB $MSFT $AAPL own the #USA #Govt They r too big to fail. Dont believe idiocy of the talking heads or pseudo-experts,1
100 share algo in full control   $AMZN,0
$amzn cover entire short @ 768.80,0
"$tsla  wow. I'd say Tripp is deemed as credible, at least by this former prosecutor from  New York's financial fraud unit.",1
Top 25 Stock Picks - Video Series - Outperform! $MSFT $ORCL $CRM $NOW $AMZN $XLNX $SWKS $CSCO $T $VZ $NVDA $GOOGL $GOOG $INTC $APTV $TXN $V $SQ $PYPL $GDOT $MA $DFS $AXP $BABA $SHOP $BL $GWRE $FINX $ACB $CGC $STZ $ACB.CA $WEED.CA $CWEB.CA $ITHUF $PLNHF,1
$LB $QCOM $WYNN $TSLA#premarket #earnings #Chairman,0
$MSFT Possible long. - B: $75.25 / SL: $74.1,0
Wow $MSFT. That's huge,1
"""Had I never gotten caught, I would not have cooperated with the government and civil litigants and I would probably still be a criminal today."" You're a terrible person, and you are a coward. You should be locked up. $TSLA",0
"$IPI Short Sales Updated Sunday, February 7, 2016 9:59:22 PM $TLT $GDX $CSCO $AMZN",0
Per-share earnings are up 35.7% as a strong balance sheet and an effective business model spur this software giant #growthstocks $MSFT,1
$AMZN Honeywell (HON) Q3 Earnings: Will the Stock Disappoint?,0
"2/Apple will never buy $tslaThe DIP lender will end up ""owning"" $tslaq .... if it's not a liquidation.",-1
"$QQQ  hanging man and $TRAN pullback signaled to sell premium in $AMZN, $GOOGL and $TSLA. See setups and mgt",0
@NotaBubble @yusschr @gorechristopher @7wtc The real Gene Shmunster aka Herman @genemunster has been hiding since $AAPL sold off,-1
@tugofwar doesn't add up to much and $MSFT $CSCO and other old tech has plenty of what they would screen as experts so I had to cut the rate,0
"""Elon figured out how to get unlimited funding for Tesla. $TSLA to the MOON!!!! on a SpaceX rocket!!!"" #saving #IndividualRetirementAccounts(IRA)",0
Pretty sure I'm the only one using that term here. It fits you perfectly since you tweet the same dumb nonsense all day every day. If anyone goes by a script here its YOU! How's that $TSLA short going?,-1
"Great piece on dental $HSIC and $PDCO!   But it's not just $AMZN ... there is reduced demand for dental services in general, dentists are buying less supplies.   @jimcramer",0
$TSLA the dip is fine. More shares in concentrated hands is always good for the next leg up. Added yesterday and will add again w/ weakness,0
The Morning Dump #earnings #Uber $AAPL $GOOG $FB $NFLX $YELP $MSFT #chat $FIT #legal #outdoor,0
$GOOGL pre market on earnings,0
"@elonmusk I conducted 170 hours of surveillance, accumulated hundreds of pictures and videos, had conversations with the locals, truckers, employees & contracted employees. This experience validated my instincts I had of you. You are not a genius, a disrupter or a great salesman",-1
"Yawn. U guys sound like CNBC. What U little Bro wanna be hedgies don’t get is, $TSLA is not a case study from the shitty school where U got your MBA. Trad auto co’s are screwed. Don’t let your ego get the best of U, plenty of upside. Ok, U look over the #’s again, we’ll talk soon",1
"Most Active Options: $AMAT buyout bust, $TSLA earnings 5/6, $PBR puts, $VALE 9x normal options volume, $AAPL earnings",0
$TSLA #Model3 car looks sweet and stock is blowing up $245 +6%,1
@jimcramer @davidfaber maybe subs left $NFLX b/c $AMZN content has improved and no need for both anymore. 2-day shipping>$NFLX,0
"with the god-king it's always hard to tell.he was in the same routine towards the end of Q3 (silence, then silliness () then mania, then pleas to work harder, etc.) - and pulled off The Immaculate Quarter but then also admitted they were ""conventionally"" dead.$tsla $tslaq",0
When you’re mobile and miss out on $SHOP . The 292.5 puts went from 1.09 to 10.  Oh well still meat left for another round. Happy to nail $ROKU $TTD $HD $BYND short side. $TSLA gift props to @MommasOptions for heads up on negative seasonality few weeks ago! Education pays off!,1
"One has to wonder why scammers like to fake Musk so much, most likely they thought anyone dumb enough to invest in $TSLA, is perfect target for us.",-1
"$ALLE Wed 8/14: Day of Market Pullback, signed deal with $AAPL  for $AAPL Wallet + Many PT Upgrade b4 recent Market Pull & note Ticker Price at each PT, 0 counter PTs since/thru pull back $TSS $SQ & $TWLO ( prior post)#OptionsTrading @BlackBoxStocks",0
Some DITM calls im eyeing if we can get a break of 2040 $SPX are $AAPL 100s$GOOGL 500s$TWR 40s$SPY 160s$LNKD 230s,0
$AAPL in consolidation last week above 230. Important range in the green box here. A hold over 238.13 and this wants to rocket. Our leader,1
$AMZN OI for maturity 10/14/2016. 820.00 Highest put. 860.00 Highest call.,0
"Btw, how do you feel about $AMZN? curious...",0
Forget all this stuff. Trade the market like it's a Casino. Take your money and profit where you can find it. If you made $10K from a $TSLA trade and did it 5 times do you care about their fundamentals? Not me. Keep doing what makes you money.,0
$AAPL is fked,-1
"How can M3 have ""far fewer options""? The $TSLA S/X option list (and standard equipment, other than leather) is about as basic as it can be.",-1
"9 users on Vetr are bearish on Apple Inc., indicating a SELL Rating (2.5 stars) for $AAPL",-1
This looks like a top to me. $AMZN,-1
#PrimeDay numbers are not baked into Wall Street models. Singles day did $10B in sales. This could jack sales estimates for $AMZN,1
"From the after hours chart, it appears  $TSLA earnings were not as bad as feared by some...  up $28 from the close as of now",1
"Last week the economy was fine. This week it's on brink of recession again. Really Wall Street? Just say you wanted stocks lower so you could load up rather than some stupid excuse again. #FAANG, $AAPL, $AMZN, $NFLX, $FB, $TSLA, $NVDA, $BABA, $QQQ, $GOOG",-1
sold $TSLA 210 puts (small) at 11.5  from .67 yesterday..no full position..still nice  $SPy $SPX,1
Video $TSLA The Long And Short Trade View,0
SHORTS: $XOP and $DVNShort Call Spreads: $PSX $HCA $IBB $GOOG,0
$AAPL beats 1.85 EPS,0
"Tonight’s Action List for Tuesday, September 24, 2019$TEVA $GME $TSLA $MU $ABBV $BHC $AR $ENDP",0
Microsoft - $MSFT QUOTE$MSFT was DOWN  on Fri Jul 27Closed at 107.68 USD for a -1.77% loss from previous close   ANALYSISMicrosoft should be nationalized☭ ☭ ☭,-1
iPhone X is not creating a super-cycle for $aapl. Can’t wait for the $15-$20 drop at earnings. Pigs get slaughtered.,-1
$AMZN forming cup & handle on 1 min chart. drop to 776.6-776.8 neckline area for support. should see a strong move making new HOD.,1
$LNKD $AAPL longs since yesterday before close are working. $IWM too (so far),0
23 months since this gem. An unbroken string of checks that he can't cash.$TSLA,1
"I doubt the factory will cost $5B, first of all. I'm expecting it'll cost $TSLA closer to $3B.Their FCF is more than sufficient to cover construction costs while they finalize the financing.",0
$AAPL sad move premium sellers love it,1
Hahahaha my alerts going off $AMZN BEASTING,1
Fun fact: the $TSLA gigafactory is the world’s largest factory to get dissed by Panasonic.,0
"I like tech stocks $AAPL, $IBM, and $MSFT! Those are always on my plate and that dang biscuit $QQQ",1
"Q on @BrianLehrer on whether three members of Public Authorities Control Board can halt $AMZN deal I LIC- obvs. Queens NY Sen. Gianaris & Speaker C. Johnson think it still can, Gov. Cuomo has said it cannot affect subsidies. Gianaris has said it could be brought to court. #BLshow",0
Whoa. Hell hath no fury. Dissecting deceptions. Maybe what he really is saying is:“I want to hide in PRIVATE because it has become harder to lie with impunity in PUBLIC” twitter.com/CNBCFastMoney/…,-1
"$TSLA $SCTY""We are short both, let's make that clear""-Chanos",-1
$nflx will win race to $150 vs $aapl. Looks like $nflx was the stock to be in while Apple trades as usual. Never gets $11 pop like $nflx did,0
Man that shit was the $TSLA of it’s day.  My first beeper (pageboy) was before they revolutionized it adding a LCD and ability to tell you who is calling.  Before then it was just a loud beep telling you someone was looking for you.  Who? That was a question for the future.,1
$AAPL H1 rotation.  1) it needs to stick and 2) not sure what to except of it.,0
"1/ China leases land for 50 years. Indicated price is total of lease payments over 50 years, so at best $TSLA paid $2.5M cash right. There is no bank financing of any kind, and according to Chinese bank rules, leased land collateral value is very low. $TSLAQ",0
"$tsla hititng  resistance on day top, alerted our folks earlier, down 1.50$",-1
"""Installed #v10 last night... My autosteer is ATROCIOUS today. 2 hour commute, tried it on all of my normal roads and it is all over the road. Sharp, unneeded 'corrections', jerking me around everywhere. Going over the right line on straight roads.""$TSLA #TeslaSoftwareIssues",-1
A $MSFT recruiter was 'sick of breeders' when I asked about schools. She wanted single tech bros. @rachelerman @karaswisher,-1
"#ICYMI:  vs. Ahead of the #Cybertruck release, @GerberKawasaki and @David_Kudla debated over their $TSLA outlook on #TheWatchList with @NPetallides.How high does Gerber think the stock can go? “We’re well into the 500’s for our price target over the next 12 months.”",1
"Alternatively, 14 months  after launch $TSLA still doesn't know how to deliver.",-1
On this day 18months ago Jan van scribbler called $tsla a donut short,-1
#1 rated Hardware Analyst Toni Sacconaghi of Sanford Bernstein raised $AAPL price target to $142 from $135 pre-earnings. OutPerform Rating,1
"I believe in $AMZN, in 3 days all the analysts will have recalculated their targets with better insight into their new advertising vertical and it'll be off to the races again.",1
Apple Stock Price: 161.26 #apple $AAPL,0
"Your average support and resistance lines are rarely ever horizontal and only accurate 20% of the time.  My ""money lines"" are accurate 80% of the time #booyah$AAPL $AMZN $BABA $BIDU $CMG $FB $GOOGL $NVDA $NFLX $IQ $YELP $ROKU $MELI $BKNG $TSLA $WYNN",1
$TSLA @TiantongQ @DoctorBurry @Tradeguru81 The only real variation in current M3 builds are paint color and we are still struggling for 5k/w,0
"$TSLA Shorts if you look at intraday 5-min chart, heavy volume exchangehanded around 12:20pm and 2:35pm with avg price around $$280, big....",0
$AAPL this is breaking news for the markets now.   SMH,0
"Nobody is ruining progress!! @elonmusk wants to change the world. He chose EV. Others will choose something else. No one wants to destroy @Tesla . Just bring it down to it realistic valuation (and make money doing so). That's a fair bargain, isn't it? $tsla $tslaq",1
"Somebody has a positive outlook, over 1,154,000 shares of Twitter $TWTR purchased from 1:10pm-1:35pm  $FB $AMZN $GOOG $NFLX $AAPL",1
$TSLA Tesla is the biggest short in the US stock market,-1
You just saw the Golden Ripple Box Overlay 1st hand account on 1 min demonstrate energy rippling via the system $AAPL,0
#5things from loonies to handbags #CAD #ToysRUs $ac.to $TSLA $KORS,0
$GOOG $AAPL chris20: Nice day for Bgnn...0003..up 200 percent...huge volume...,1
$AAPL $130 by September 21st Easily,1
$GOOGL printing $$$ @swat_premium Team...more +243% profits printing $$$ congrats Team,1
$AAPL $QCOM $BA $EXPD $ALB $DWDP $MOS $HPQ $SWKS $TXN $APH $AMD $IPGP $TEL $QRVO $IFF Trade War Could Slam These 24 Stocks:,0
+27 POINTS Called out today! Great way to start out the week!$BABA +.80$AAPL +1$DIS +2.50$TSLA +9$AMZN +8$NVDA +3$TGT +.65$FB 1.50Mic$ROKU +1.20Stopped$NFLX#Stocks#Options#SwingTrading#RampUpTrading,0
A truly remarkable day for @elonmusk and $TSLA,1
"Instead of playing $AAPL's earning report, I decided to buy more $GE shares....",1
"you would get more if you type ""short $tsla since double digits"" ",0
"picked some $AAPL up in the low 150s - seems a solid medium term hold, can't go too badly wrong!",1
"Elon Musk says that Model 3s will be coming out of China by the end of 2019, but Tesla is known for setting unrealistic goals",-1
@RaginCajun $GOOGL,0
"$TWTR continue to hold $AAPL, $QQQ and TWTR Nothing really compelling out there.",0
$AMZN long into march 8th  6.00,0
$TSLA - Insiders Selling again?,-1
"no, shut it down, $TSLA, Im spitting mad, rolled up again, decisions came 5sec's later, roll to 370P to 385P, then shut down, 290/385 inverted strngl $12594db, a $1836 loss, done for now@TraderNickyBAT @Tomunderwater @Tony_BATtista @TFMTrades @tastytradar #tastytrades",-1
"And you can already see short interest rising as more of the $TSLA puts (once OTM) become ATM/ITM, forcing option dealers to short.Only the beginning.",-1
$AAPL steady moving higher.....,1
Where did all the bids go? Stocks prices falling to accommodate  expected selling.How low do we go to find liquidity? $TSLA $QQQ $UA $TITN,-1
"$TSLA fade now $177, stop the cheerleaders",-1
Apple: On a relative basis (VS SP500) near Daily Resistance Trendline on Apple    $AAPL #Trading #investing #aapl,0
This is me re $tsla BS “on track” I am on track to be a billionaire as well $tslaq $tsla is ontrack to go bankrupt,-1
. @elonmusk U r fully aware of the subpar full reroof @Tesla performs. Failure to abide by CBC CRC Roofing Fire WUI Title 24 Structural HVAC Fema & Contractors Law. Tesla is HORRIBLE! Tesla is a NIGHTMARE! Tesla Lies! Day 295 #TeslaDamages$TSLA $TSLAQ @TwitterWomen @TwitterComms,0
$MSFT says yes to being $GOOGL bitch. Drops EU complaint.,-1
"$AAPL active, relative volume: 2.17, 1H, 6:00 AM, #nasdaq $SPY $NDX",1
"Speaking of dubious anti-trust concerns, Amazon has acquired at least eight companies this year and invested in EV car maker start up Rivian and YES Network and others. Just sayin' (PS. I'm long and have been long $GOOG since the day of IPO and $AMZN for years too.)",1
would love $AAPL bounce so I can short (add Puts),-1
So the question-considering the looming stock sale-is if $TSLA will give honest Q4 guidance @ Q3 earnings release. Probably not,0
$TSLA I stay super long and super strongAnd I don't give a damn about margin calls,1
“Early adopter” of “Mass Market” car from 15 year old auto OEM$TSLA,0
$AAPL about to hit $1T market cap. Wow,1
$TSLA 315-322 coming soon!#FAANG looks like slowly giving back todays gains!$NVDA $FB $AMZN $GOOGL $NFLX $QRVO $NXPI $ESRX $ANTM $CLX $GM $K $YUM $SPY,0
"P&L for the week of 8/19-8/23 2019 $3,066.00 $amzn $fb $roku $aapl $nflx $iwm $spy $googl $nvda $tsla DM OR EMAIL ME AT    daveronnie767@gmail.com ON HOW TO JOIN MY REALTIME OPTIONS ALERTS $amd $zm $bidu $ibm $twtr $bynd $ba LINK IN BIO $49.99/MTH, DM FOR 2WKS TRIAL LINK $26.49",0
"sad part is, Trump is right, unless you enjoy paying your tax dollars to help $AMZN ship & to where other businesses cant compete. Bigger question should be WHO approved that arrangement when PO is losing money on items shipped through them!",-1
"It's unlikely the crappy car interiors we've seen them testing aren't the ""real"" cars. Otherwise, where are the ""real"" ones?$TSLA",-1
"And baby makes 3: Jonathan Chang, age 41, exits after < 8 mos on the job & is the latest of 3 to quit as $TSLA General Counsel in a yr. Also notable--all three quit during/after critical Q4 ahead of the release of audited financials for a troubled year.",-1
$AAPL this looming head and shoulders pattern points to a possible move to the low $90's,-1
"Yeah, you are right.  Those whiny Tesla SR customers should shut their pie hole about being shafted and misled by Elon.   Who cares about another 6-8 more weeks?   May as well forget the Model 3 and wait 2 years for the Model Y!  They look EXACTLY the same.  $TSLA $TSLAQ",-1
"Mult cuts to $AMZN ests out today- as mentioned, investing aggressively, strong USD, overall bad retail w/ high exps ST",1
$SPY $NFLX $DIS $FB $AMZN $GOOG $AAPL $TWTR,0
via zerohedge: MUSK SAYS HE DOES NOT EXPECT TESLA TO BE PROFITABLE IN 1Q $tsla,-1
@sspencer_smb $aapl ok the companys done buying for the day,0
"YESSSS!! Apple cuts Apple TV price, confirms HBO Now partnership (updated) $AAPL $TWX",1
$TSLA huge move off that 207 area  ty very much!,0
where are these so called analysts now? Ohhh nevermind we meant “upgrade” what were we thinking  $AAPL ,-1
Market is saying there is another capital raise coming. $TSLA,1
$FB and $AMZN both reclaiming their rising uptrends.,1
Having execs gone hours before earnings and call could make one wonder whether $TSLA is abt to announce more issues/delays.,-1
$AAPL took a shot here on the weekly 113C,1
"Apple cuts first-quarter production plan for new iPhones by 10 percent: Nikkei$AAPL's bad time will last longer, at least through 1H19. Wait till it's $120, or even $100 less, to consider buying some.",-1
"$AMZN #Amazon Thr, July 26 VZVOLBO: Get Short, at the Open=1839so far today's L=1818#GG33Member #MoneyInTheBank @3Clicksinvest @rg78641 @farokha",-1
"$TSLA $SCTY With the current stock price of the 2 companies, I think they are oversold and undervalued.  Will see big bounce soon.",1
$TSLA here is the break 1.06% we'll see if it can hold break and push from here,0
Oh godI actually do worry about his health This whole tweeting out BS hasn’t been working for you recently- time to give it a break @elonmusk $TSLA,-1
The New York Times is printing articles based on Twitter conspiracy theories from $tsla shorts? And granting them anonymity? What an absolute joke. ,-1
@Tweetermeyer In 2014 Volvo sold 10x as many cars as $TSLA & its hot new model has 20% more pre-orders. Is Volvo worth 10x as much = $300B?,0
The next leg lower should ideally take $XLK toward $60 - 58 where 3 waves bounce is expected to take place #Elliottwave $AAPL $NQ_F,0
"$AMZN version of the ""family plan""",0
$LCLP nice slaps coming in !!!! $XGTI $VMEM $NXTD $PSID $NETE $USO $UWTI $GOOG,1
$tsla hmm it actually could go all the way to 270,0
Past ~70 days of Tesla in 3 photos/tweets:tfw u announce that funding is secured at $420$tsla $tslaq @elonmusk,0
