id,body,label
244,Competition from Amazon and others is eating into Kroger's margins. #investing $AMZN $KR,0
245,$googl close over 1207 makes a call holders dream scenario a real possibility #anythingcanhappen #optionlottery,0
246,"$TSLA added more Feb10 250, 252.5, 255C",0
247,$TSLA you will see a ton of negativity today because people did not cover their short position yesterday. Unrest in Shortville yet again.,0
248,Notice that background dancer?  $aapl ripped them off on their first ipod commercial.  Just saying..,-1
249,killed it today $AAPL $FB $MSFT,1
250,$AMZN Follow up>>,0
251,regretting not buying $TSLA,1
252,$GOOGL -2.5%,0
253,$AMZN needs $2061 for trillion market cap.,0
254,"Yup in $AAPL and $MCD, Lets go :)",0
255,$TSLA OCT 355 Calls BUYING,0
256,#FastMoneyEspressoFINAL TRADES:Tim Seymour —> buy $GMBrian Kelly —> buy $TSLASteve Grasso —> buy $TSEDan Nathan —> buy July $SPY at-the-money puts,0
257,Some of today’s returns$PRU  9/20 87.5c .90/1.87 (108%)$MSFT 9/20 140c .63/1.03 (65%)$SPY Sep13'19 300p $.29/.63 (+117.24%)$SPY $300P $0.45/0.65 (+44%)$V $180C $0.92/$1.20 (+30%)$DIS $140C $0.35/0.40 (+14%),0
258,$TSLAThe Model 3 will be available in China 2019.,0
259,"Hey, I am sure you're right and glad you like your Samsung!I've had many issues with Samsung and will NEVER go back.I love my #iPhoneXR, #AppleWatch, #iPad, #AppleTV and the ecosystem that works flawlessly between all of them.Can't wait to get the new #iPhone11Pro.$AAPL",1
260,Is $tsla about to double top? #oof,0
261,$NVDA $TSLA $ROKU  strongAlmost everything else look very bad market look ready for a big 10% puke trade warFed rate hikeFed qt weak world economy,-1
262,$AAPL took a shot here on the weekly 113C,0
263,Probably because construction moving ahead as planned and not subtly slowing down at all. $TSLAAlso good that no one lied about completion date to make fact based updates inconvenient...,0
264,"RT $NFLX HFT Algos triggered SELL in SIGMA-X, CROSSFINDER, ATS, LX @ 11:31, P/T 108.00 #Quant $MSFT $FB $GPRO $AMZN $GOOG $AAPL $TSLA $QQQ",0
265,When was the last time Musk did something before the actual last second of a deadline$tsla,0
266,In $TSLA $250 Dec c's  ........ Lets see if this works out!!!,0
267,What Porche didn’t have months of pictures claiming how fast the factory was built?? Lol  Porche has electric power on the factory? What hey didn’t share how many volts? What Where are the pictures of empty cars shells in the empty factory? This isn’t the $tsla way! $tslaq,0
268,This is a big deal.Rolling Trump inquisition$AAPL $FB $GOOGL,0
269,"#PRSPin from $TSLA is NOT the same as fact. #PRSpinUnSpun Martin Tripp did not sell to an *unnamed entity,* he leaked information to the press as a matter of public safety.",0
270,"$TSLA - For someone who paid $20 Million for Non-Securities Fraud and who is also working with the Chinese Government, this is highly suspicious.  #DOJ #FBI #NSA $TSLAQ Elon Musk occasionally destroys his cellphone, document says - Business Insider",0
271,"Who’s got thoughts on $tsla? Was the selloff an overreaction or are investors entitled to expect a certain image from the guy they’re trusting with their money, whether he’s a visionary genius or not?",0
272,"Nothing to see here... $MSFT Quarterly. This one will fall so hard. It has gone insanely parabolic. According to @PeterLBrandt, breaking the parabola generally results in at least an 80% decline. So that would put us in the $25 area.",-1
273,I hope this has a music video $tsla,0
274,#TeamTesla #TeamChina @GerberKawasaki #VictoryLap @TeslaCharts #HeWasWarned #TrendisYourFriend #Green $TSLA ready to launch on China  Shorts fighting Rapids @TeslaCharts wear a life vest,0
275,Instead of a “Podcast” Musk is more interested in a “Pedo- Act” .$tslaq $tsla,0
276,In 2 years the new Tesla chips and autopilot software will be a huge game changer. This story is starting to get very very interesting. #ai #tesla #model3 $tsla @CathieDWood,1
277,$TSLA $TSLAQ this is not FUD,0
278,$COST CONGRESS ANTI-TRUST DIV LOOKING TO BLOCK WHOLE FOODS  PURCHASE BY $AMZN $WFM  $WNT $TGT $HD $LOW $TWTR $FB,0
279,"Mid-day bottom of trading range: $CY $GLW $JNPR $STM 0, $BX 2, $RWY 4, $AXP $CS $PANW $SHLD $TSLA $USB 5, $AET $AMAT $PGR $TSN 7",0
280,"interesting addition, $AAPL iOS 10",0
281,This is where we get news over the weekend (maybe tmrw?) that Musk is taking an extended leave of absence to recuperate and recharge...and he'll be like Doug Fields and never come back. This is the boards cover to try to save the company. $TSLA $TSLAQ,0
282,$TSLA is the biggest Soap Opera listed.,-1
283,would love $AAPL bounce so I can short (add Puts),-1
284,"""Microsoft confirms Office 2016 for Windows is officially launching on September 22"" $MSFT",0
285,"@AlastairWinter - Was thinking longer term (1st half of year). The $AAPL issue was vastly underestimated, but that effect may be over, so...",0
286,"Strong buy on $GOOGL today, all technical indicators signaled bounce. Great level to get in monthlly call options. 10% upside potential.",1
287,Short-that-Long-Island-City-Queens-commercial-real-estateAmazon-outNixes-Location-for-#HQ2$AMZN,0
288,"S&P 500 daily forecastToday: options expiration pin/flatThurs: some downside possible Friday: Flat or green for options expiration Monday: Flat or green for options expiration, bigly China trade news likely Tuesday$ES_F $ES $SPX $SPY $VIX $VXXB $AAPL $AMZN $XLF",0
289,$TSLA is setup for higher prices. Chart plan explains key points,1
290,"Wow, IB shows >1.2M shares of $TSLA short borrow available... Now that the air is coming out of this bubble-fraud there's a very diminished base of natural buyers (i.e., short-coverers) to stop the landing rocket from crashing into the barge.$TSLAQ",-1
291,$BYND now is like = $TSLA in early days ground floor opportunity here folks,1
292,$AAPL - cough....cough....BullSh!t close........who's buying at this level when there are better prices lower?,-1
293,In February $AMZN stock was $482 now it's over $800 perhaps it's time for rest.  It would be healthy for it to consolidate a little lower,1
294,"In other words, ""not any more.""$TSLAQ$TSLA#Tesla",0
295,$AAPL don't like this close but need to stay above 126.41... See ya Monday. Have bless Weekend....,-1
296,Both Google and Apple's primitive AR demos show just how far away we are from an augmented reality revolution. They also highlight the need for a better form factor than smartphones to make AR a more immersive experience. $GOOGL $AAPL #AR,-1
297,"$AMZN is a buy for sure long-term. I’m trying to profit from a short-term, rare technical situation",1
298,Why the #iPhone7 A10 is a big jump in perf over older A9 - $AAPL #iPhone $ARMH #bigLittle,0
299,"because Musk speech is substantially dry about $TSLA, he has to related to something else $AAPL to divert and distract. $TSLA pump and dump",-1
300,"Retirement Strategies: Amazon And Walmart Head To Head, And A Discussion On Retirement Timing $AMZN",0
301,"DFJ, VC firm that backed Elon Musk’s $TSLA, SpaceX, has hired an external law firm to investigate allegations against founding partner Steve Jurvetson. DFJ started the investigation in August after rumors began ...",0
